Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Year,Primary Breach Type,Business Associate Present,has_narrative,Primary Vector,vec: Ransomware,vec: Phishing / email compromise,vec: Other hacking / IT intrusion,vec: Insider snooping / misuse,vec: Stolen device / burglary,vec: Lost device / records,vec: Improper disposal,vec: Misdirected / inadvertent disclosure,rem: New/updated safeguards,rem: Staff retrained,rem: Credit monitoring offered,rem: Corrective action plan,rem: OCR technical assistance,rem: Discipline / termination,rem: Encryption implemented,rem: Policies revised
Tampa Bay Dental Implants & Periodontics,FL,Healthcare Provider,6400.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saint Anthony Hospital,IL,Healthcare Provider,146108.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Barrio Comprehensive Family Health Care Center,TX,Healthcare Provider,19971.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
County of Murray dba Murray County Medical Center,MN,Healthcare Provider,5073.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
North Texas Behavioral Health Authority,TX,Healthcare Provider,285086.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Exclusive Physicians PLLC,MI,Healthcare Provider,58000.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cedar Valley Hospice,IA,Healthcare Provider,10666.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tieu Dental Corporation,CA,Healthcare Provider,8918.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Longevity Health Plan,FL,Health Plan,15000.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kin Counseling Services PLLC,CO,Healthcare Provider,500.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Houston Dermatology Specialists,TX,Business Associate,648.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Access Information Management Shared Services, LLC",MA,Business Associate,1522.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Insurance ACE/Humana Inc.,KY,Health Plan,1000.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lakeside Pediatrics & Adolescent Medicine, PLLC",ID,Healthcare Provider,34154.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"IPPC Inc., IPPC of New York LLC, and Innovative Pharmacy LLC (collectively “IPPC”)",NJ,Healthcare Provider,133862.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Nephrology Associates Medical Group, Inc",CA,Healthcare Provider,4631.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manhattan Retirement Foundation d/b/a Meadowlark Hills,KS,Healthcare Provider,14442.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Orthopaedic Specialists of Massachusetts, PC",MA,Healthcare Provider,20659.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"BMG of Kansas, Inc.",KS,Health Plan,1327.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AltaMed Health Services Corporation,CA,Healthcare Provider,501.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Couve Healthcare Consulting, LLC DBA Evergreen Healthcare Group",WA,Business Associate,11795.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weill Cornell Medicine,NY,Healthcare Provider,516.0,2026,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"QualDerm Partners, LLC",TN,Healthcare Provider,3117874.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Option Care Health, Inc.",IL,Healthcare Provider,2086.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Perseus House, Inc.",PA,Healthcare Provider,969.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Center for Advanced Eye Care,ME,Healthcare Provider,9300.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VNS Behavioral Health Inc. (“VNS Health”),NY,Healthcare Provider,739.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Builders FirstSource Flex Plan,TX,Health Plan,1514.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emanuel Medical Center,GA,Healthcare Provider,28963.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Easterseals Northeast Indiana,IN,Healthcare Provider,3158.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44North,MI,Business Associate,2158.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Wee Care Pediatrics, LLC",UT,Healthcare Provider,2127.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
National Association on Drug Abuse Problems,NY,Healthcare Provider,90000.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VPS Medical PLLC,PA,Healthcare Provider,4600.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Academic Urology & Urogynecology of Arizona,AZ,Healthcare Provider,73281.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cedar Valley Services,MN,Healthcare Provider,501.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Resource Corporation of America,TX,Business Associate,501.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Cedar Point Health, LLC",CO,Healthcare Provider,23114.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Counseling Center of Wayne & Holmes Counties,OH,Healthcare Provider,83354.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wendy Foster OD,KS,Healthcare Provider,20000.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carolina Foot & Ankle Associates,NC,Healthcare Provider,501.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marin Cancer Care,CA,Healthcare Provider,501.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TriZetto Provider Solutions,MO,Business Associate,3433965.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Apex Spine & Neurosurgery, LLC",GA,Healthcare Provider,2500.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Triad Radiology Associates,NC,Healthcare Provider,11011.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cottage Hospital,NH,Healthcare Provider,1005.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WIRX Pharmacy,PA,Healthcare Provider,20047.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Personalis, Inc.",CA,Healthcare Provider,650.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Issaqueena Pediatric Dentistry PA,SC,Healthcare Provider,501.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fair Oaks Ortho P.C.,VA,Healthcare Provider,1544.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"High Point Treatment Center, Inc.",MA,Healthcare Provider,25832.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"BAYADA Home Health Care, Inc.",NJ,Healthcare Provider,9526.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clinic Service Corporation,CO,Business Associate,82331.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Wound Technology Network, Inc.",FL,Healthcare Provider,139830.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WindRose Health Network,IN,Healthcare Provider,9087.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Central States Dermatology Services, LLC",IL,Healthcare Provider,4626.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jefferson-Blount-St. Clair Mental Health Authority,AL,Healthcare Provider,30434.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Precipio, Inc.",CT,Healthcare Provider,501.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Surgery Center of Oak Ridge, LLC dba Advanced Family Surgery Center",TN,Healthcare Provider,10320.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
